date,LPX,AAL,CR,DAL,DLX,LUV,RHI,SNA,URI,AAP,AZO,EXPE,KBH,NFLX,PCLN,PHM,SHLD,TIF,TSN,HCA,AFL,AIZ,AMP,BLK,ETFC,GNW,HIG,LNC,MET,NTRS,PFG,PRU,UNM,AKAM,BVSN,CVG,FB,GOOGL,IAC,ORCL,VIAV,S,DYN,CBG,HST,RLGY
23 02 2009,1.67,,15.44,5.71,8.26,6.45,16.03,24.3,4.38,36.47,141.88,15.7,9.19,5.082857143,81.9,8.76,34.85,18.95,7.61,,15.8,20.26,15.99,97.87,8.7,1.25,6.68,10.36,20.34,54.68,9.34,17.17,9.83,16.89,11.4,6.28,,330.06,14.92,15.86,2.74,,,3.18,3.83,
24 02 2009,1.86,,16.61,5.95,8.74,6.57,16.45,25.01,4.52,37.58,145.62,16.5,10.16,5.151428571,84.85,9.9,37.37,19.75,8.2,,16.64,22.6,17.75,107.05,9.9,1.51,8.01,13.04,23.3,60.79,11.07,20.4,11.37,17.68,11.56,6.72,,345.45,15.44,16.44,2.93,,,3.47,4.28,
25 02 2009,1.7,,15.95,5.71,8.23,6.07,16,24.45,4.19,37.5,143.88,16.5,9.83,5.112857143,86.68,9.86,35.83,19.09,7.73,,16.11,21.23,16.88,105.57,9.7,1.41,7.04,11.21,22.05,58.14,10.33,19.86,10.58,18.33,11.4,6.42,,341.64,15.12,16.24,2.83,,,3.24,4.12,
26 02 2009,1.68,,15.39,5.69,7.8,6.12,15.61,24.24,4.19,37.53,141.08,16.06,9.54,5.111428571,85.16,9.56,35.54,18.96,8.01,,18.96,21.73,16.7,100.74,9,1.34,7.16,10.75,23.99,56.84,10.59,18.87,11,18.06,11.15,6.32,,337.18,14.9,15.78,2.76,,,3.05,3.83,
27 02 2009,1.62,,15.08,5.03,7.72,5.89,15.37,23.59,4.05,38.25,142.23,15.94,8.9,5.177142857,84.86,9.18,36.76,19.04,8.43,,16.76,20.4,15.94,96.81,8,1.21,6.1,8.59,18.46,55.55,7.99,16.41,10.18,18.09,11.15,6.45,,337.99,14.93,15.54,2.76,,,2.89,3.7,
2 03 2009,1.3,,13.44,4.59,7.36,5.52,14.54,22.35,3.78,36.31,140.03,14.72,8.53,4.907142857,82.99,8.54,35.25,17.61,8.25,,16.01,18.76,14.99,92.32,7.5,1.09,5.11,7.71,16.51,54.32,7.3,14.76,9.34,16.41,10.928,6.18,,327.16,14.8,15.2,2.44,,,2.53,3.41,
3 03 2009,1.26,,13.62,4.26,7.27,5.23,14.5,21.98,3.49,38.32,150.94,14.26,8.11,5.194285714,82.65,8.08,34.95,17.32,7.98,,14.18,18.14,14.57,90.57,7.4,0.99,4.63,6.56,13.72,54.31,6.86,12.9,8.67,16.72,10.25,5.87,,325.48,14.53,15.01,2.49,,,2.66,3.5,
4 03 2009,1.31,,14.02,4.46,7.54,5.22,15.01,22.21,3.24,37.54,154.29,13.84,8.33,5.387142857,82.96,8.33,36.36,18.28,8.1,,14.99,18.95,15.47,96.34,7.5,1,5.14,7.16,14.72,53.07,7.31,13.82,9.28,17.13,10.43,6.31,,318.92,14.51,14.96,2.55,,,2.78,3.65,
5 03 2009,1.19,,12.85,3.93,6.46,5.01,14.7,20.66,3.2,37.19,152.45,13.28,8.14,5.414285714,82.37,8.18,35.47,17.13,7.59,,13.63,16.95,14.21,91.42,6.501,0.91,4.13,5.85,12.1,48.64,6.38,11.29,7.99,16.23,10.3,5.79,,305.64,14.25,14.53,2.35,,,2.57,3.4,
6 03 2009,1.27,,12.9,4.06,6.47,5.13,14.41,21.52,3.16,36.43,152.76,12.94,8.27,5.454285714,83.59,7.9,35.53,17.21,7.98,,13.44,17.19,14.2,92.4,6.1,0.84,3.62,5.4,12.22,47.38,6.08,11.38,8.11,16.36,10.5,5.7,,308.57,14.11,14.47,2.28,,,2.52,3.54,
9 03 2009,1.25,,12.99,4.185,6.23,5.17,14.46,20.77,3.03,36.01,150,12.78,8.35,5.5,78.36,8.08,35.01,16.94,8.05,,11.49,17.36,13.8,90.9,5.919,0.91,4.1,5.01,12.48,47.88,5.88,11.61,8.17,16.06,10.5,5.56,,290.89,13.46,13.85,2.21,,,2.71,3.58,
10 03 2009,1.37,,14.13,4.74,7.27,5.46,15.66,23.17,3.29,38.28,157.66,14.1,9.65,5.5,81.28,9.38,37.03,18.26,8.49,,13.22,18.78,15.69,100.5,7.4,1.29,5.19,6.38,15.27,53.76,7.27,14,9.44,17.08,10.5,6.23,,308.17,14.07,15.09,2.49,,,3.39,4.26,
11 03 2009,1.41,,14.46,4.8,7.21,5.45,15.63,22.93,3.2,39.4,158.51,14.16,9.7,5.355714286,75.94,9.19,37.59,18.45,8.86,,13.62,18.83,16.67,105.31,6.8,1.25,5.42,7.19,15.27,55.06,7.53,14.16,9.93,17.71,10.65,6.13,,317.91,13.98,15.34,2.6,,,2.99,4.2,
12 03 2009,1.62,,15.03,5.33,7.76,5.59,16.63,23.87,3.52,39.86,161,14.18,10.85,5.708571429,78.1,10.02,39.29,19.61,9.27,,14.92,20.26,17.74,111.2,6.6,1.4,6.15,8.26,17.3,59.04,8.2,17.95,10.84,18.49,10.52,6.31,,323.53,14.27,15.63,2.89,,,3.28,4.82,
13 03 2009,1.65,,15.41,5.82,7.94,5.72,16.47,24.24,3.44,39.73,160.51,14.76,10.85,5.624285714,78.34,10,40,19.68,9.41,,14.58,20.46,17.91,108,7.5,1.51,7.04,9.03,17.74,58.73,7.77,18.76,11.02,18.42,10.5,6.7,,324.42,14.59,15.56,2.91,,,3.06,4.65,
16 03 2009,1.73,,15.5,5.54,7.79,5.52,16.21,24.33,3.49,38.87,158.5,14.66,10.17,5.522857143,80.35,9.52,38.18,19.3,9.42,,14.98,20.26,16.87,103.9,8.2,1.44,6.55,8.13,19.17,55.5,7.38,19.1,10.47,17.59,10.66,6.55,,319.69,14.48,14.9,2.9,,,2.61,4.07,
17 03 2009,1.92,,15.68,6.15,8.43,5.82,16.7,25.37,3.7,39.54,161.45,15.98,11.12,5.827142857,81.18,10.16,39.5,20.25,9.58,,16.15,21.68,18.28,109.69,9.1,1.64,7.13,8.15,21.19,59.97,8.14,20.94,11.48,18.34,10.8,6.87,,335.34,14.97,15.4,3.15,,,2.78,4.69,
18 03 2009,2.09,,16.46,6.07,8.88,5.88,17.37,26.48,3.94,41.04,162.31,16.32,12.28,5.945714286,79.55,10.95,39.82,21.14,9.43,,21.04,23.09,20.17,121.99,12.8,1.92,8.86,9.45,25.56,61.77,8.9,24.92,12.8,18.96,10.8,7.22,,333.1,14.9,15.83,3.28,,,3.05,4.99,
19 03 2009,2.03,,16.53,5.37,9.23,5.77,17.12,26.28,4.02,41.06,160.82,15.3,11.78,5.93,78.54,10.33,40.09,20.77,9.35,,19.86,21.73,19.39,113.79,11.7,1.79,8.01,8.04,22.39,56.58,7.78,18.76,12.09,19.09,10.7,7.22,,329.94,15.08,17.37,3.33,,,2.7,4.37,
20 03 2009,1.96,,15.98,5.02,8.89,5.6,16.77,25.26,3.72,40.01,160.03,15.74,11.25,5.95,77.99,9.8,40.1,20.23,9.12,,18.38,21.37,18.73,113.96,11.8,1.78,7.62,7.31,20.78,57.81,7,16.69,11.41,18.13,11.5,6.93,,330.16,14.72,17.1,3.4,,,2.36,3.78,
23 03 2009,2.27,,17.58,5.44,10.48,6.04,18.15,27.52,4.11,40.65,158.72,17.22,12.98,6.2,82.11,11.08,42.88,23.37,9.8,,21.69,24.17,21.86,133.96,13.8,2.08,9.3,9.7,24.51,64.6,8.41,21.11,13.35,19.79,12.5,7.75,,348.601,14.9,18.25,3.64,,,2.95,4.8,
24 03 2009,2.24,,17.31,5.45,9.68,5.92,17.52,26.84,3.76,39.15,158.05,17.46,12.87,6.202857143,79.4,10.87,44.41,23.17,9.88,,21.6,23.12,20.6,128.44,13.1,2.01,9.05,9.4,23.21,60.93,8.65,20.85,12.69,19.17,12.99,7.66,,347.165,14.71,17.91,3.91,,,3,4.38,
25 03 2009,2.28,,17.35,5.68,9.92,6.14,17.61,26.94,3.73,40,162.19,18.46,13.38,5.937142857,80,11.12,45.23,22.48,9.88,,19.89,23.64,21.3,132.55,13.1,2.11,9.28,9.18,24.6,64.57,9.12,21.33,12.93,19.43,13,8.25,,344.07,14.88,18.09,4,,,4.92,4.73,
26 03 2009,2.5,,18.6,6.28,10.68,6.45,18.9,29.14,4.18,42.19,166.2,19.3,14.16,5.964285714,83.98,11.5,49.27,22.73,9.93,,20.72,23.54,21.5,136.69,13.6,2.08,9.5,9.57,25.2,62.49,9.92,21.77,13.4,20.35,12.9,8.61,,353.29,15.86,18.68,4.17,,,5.01,4.81,
27 03 2009,2.24,,17.72,6.04,10.05,6.23,18.44,27.16,4.7,41.8,164.19,18.28,15.05,5.668571429,81.42,11.4,48.88,22.41,9.84,,19.81,22.42,20.71,127.49,13.2,2.07,9.41,10.37,24.49,58.77,10.3,22.18,13.11,20.11,13.18,8.21,,347.7,15.38,18.01,3.95,,,4.25,4.25,
30 03 2009,2.07,,16.66,5.4,9.2,6.17,17.42,25.19,4.19,41.64,163.4,17.82,13.75,6.004285714,80.17,11.02,45.33,21.21,9.33,,17.6,20.32,18.89,124.89,11.6,1.74,7.71,6.41,21.5,56.99,7.98,18,11.76,19.52,12.5699,7.82,,342.69,15.24,17.66,3.63,,,3.77,3.72,
31 03 2009,2.23,,16.88,5.63,9.63,6.33,17.83,25.1,4.21,41.08,162.62,18.16,13.18,6.131428571,78.78,10.93,45.71,21.56,9.39,,19.36,21.78,20.49,130.04,12.4,1.9,7.85,6.69,22.77,59.82,8.18,19.02,12.5,19.4,12.45,8.08,,348.06,15.23,18.07,3.25,,,4.03,3.92,
1 04 2009,2.25,,17.05,5.91,9.46,6.43,18.23,26.04,4.29,42.09,166.82,18.72,13.55,6.124285714,80.88,11.23,48.09,21.86,9.78,,18.75,22.52,21,130.69,12.5,2,7.67,7.07,23.43,62.96,8.16,20.5,13.11,19.88,13.09,8.38,,354.09,15.65,18.58,3.75,,,3.99,3.91,
2 04 2009,2.7,,18.45,6.45,10.72,7.05,19.76,27.4,4.67,39.77,158.24,20.1,14.55,6.161428571,86.1,11.39,52.13,23.34,10.02,,20.61,23.09,21.77,136.41,13.4,2.07,7.93,6.49,24.69,59.57,8.78,22.62,13.6,21.55,12.72,8.98,,362.5,15.82,18.82,3.87,,,4.66,4.43,
3 04 2009,2.9,,18.74,6.64,11.23,6.86,19.95,28.15,4.59,40.51,160.3,20.52,14.76,6.152857143,88.63,11.54,54.69,23.45,10.53,,21.05,23.76,22.84,138,13.6,2.02,8.74,6.9,25.34,61.38,10.53,23.84,13.92,20.06,13.25,9.1,,369.78,15.91,19.29,4.07,,,5.02,5.01,
6 04 2009,2.94,,18.45,6.94,10.54,7.34,19.55,28,4.36,40.3,160.88,20.74,14.44,6.357142857,89.12,11.57,51.22,22.62,10.25,,20.66,23.54,22.11,136.37,13,2.14,9.41,6.38,25.1,59.41,10.63,22.81,13.64,19.6,12.5,9.13,,368.24,16.14,19.11,3.89,,,4.82,5.12,
7 04 2009,2.6,,17.84,6.66,9.71,6.75,18.92,26.79,4.06,39.49,155.47,19.24,13.5,6.242857143,86.83,10.77,48.05,21.45,10.35,,20.17,22.92,20.63,128.58,12.3,2.09,8.45,6.89,24.16,56.99,10.15,22.1,13.04,18.86,12.5,9,,358.65,15.84,18.54,3.96,,,4.38,4.49,
8 04 2009,2.63,,18.11,6.91,10.32,7.01,19.12,27.51,4.19,40.68,159.18,19.04,13.51,6.325714286,87.1,9.64,50,22.49,10.51,,20.89,24.08,22.01,129.02,12.6,2.33,9.59,9.15,24.73,58.3,12.31,23.81,13.46,19.41,12.5,9,,362,16.07,18.57,3.98,,,4.57,4.65,
9 04 2009,2.94,,19.83,7.39,11.12,7.38,20.52,29.19,4.68,42.29,161.72,20.84,14.77,6.707142857,89.96,10.11,52.49,24.22,10.99,,24.95,26.03,24.18,138.04,13.5,2.75,10.8,10.4,27.02,64.12,14.47,27.5,14.67,20.2,12.824,9.59,,372.5,16.51,19.11,4.3,,,5.31,5.5,
13 04 2009,3.08,,19.66,7.51,10.99,7.35,20.2,29,4.9,41.22,158.01,21.14,14.83,7.06,90.3,10.21,53.62,23.63,11.23,,25.76,26.37,24.31,139.37,17.4,2.26,11.56,10.24,28.79,65.54,14.97,28.97,14.96,20.2,12.5001,9.46,,378.11,16.6,19.06,4.27,,,5.8,5.6,
14 04 2009,2.83,,19.11,7,11,7.27,19.59,27.79,5.05,40.62,158.93,20.92,14.25,6.828571429,88.98,10.19,52.73,23.68,10.7,,23.9,25.25,22.15,132.19,18.7,2.04,10.08,9.28,26.44,61.14,13.04,26.18,13.64,20.02,12.64,9.4,,368.91,16.43,18.87,4.25,,,5.13,5.48,
15 04 2009,3.05,,19.55,7.28,11.46,7.64,20.03,28.37,4.98,42.07,161.09,20.88,15.75,6.655714286,88.52,10.75,53.37,23.73,10.79,,25.11,26.75,23.51,139,20.8,2.27,10.83,10.08,28.17,64.53,13.78,27.66,14.77,19.71,12.7701,9.49,,379.5,16.3,18.59,4.11,,,5.5,5.86,
16 04 2009,3.14,,20.1,7.28,11.34,7.1,20.82,28.79,5.18,43.54,165.93,22.66,16.28,6.895714286,89.98,11.19,58.29,26.5,10.94,,26.71,27.79,24.62,136.6,22.8,2.33,10.89,9.62,27.77,63.76,13.76,27.2,14.57,20.34,13.14,9.57,,388.74,16.81,19.18,4.33,,,5.7,6.5,
17 04 2009,3.27,,20.34,7.32,11.7,7.2,21.5,29.71,5.47,43.34,166.38,23.62,17.45,6.975714286,91.33,11.64,62.81,26.91,11.17,,28.7,27.58,24.86,135.92,25.8,2.3,11.18,10.07,28.22,63.06,14.72,27.52,15.03,20.47,12.56,9.73,,392.24,16.69,19.06,4.78,,,5.97,6.46,
20 04 2009,2.8,,18.87,6.81,10.81,7.01,20.28,27.7,5,41.82,165.36,21.6,15.81,7.087142857,91.4,10.66,59.32,24.65,10.6,,24.97,25.34,23.77,123.59,21.3,1.96,9.11,8.78,25.27,58.15,12.92,23.38,14.02,19.39,12.5,9.37,,379.3,16.19,18.82,4.68,,,5.14,5.55,
21 04 2009,3.18,,21.35,8.11,11.36,7.53,22.02,28.38,5.15,42.61,165.09,23.18,17.13,6.657142857,94.6,11.05,60.89,27.14,10.87,,29.23,27.5,24.2,138.79,24.3,2.2,10.15,10.56,27.26,56.17,14,25.79,15.42,19.9,12.5,9.75,,381.47,16.3,19.53,4.84,,,5.79,6.4,
22 04 2009,3.45,,21.65,7.65,11.46,7.47,23.57,31.75,5.57,43.62,164.44,23.4,17.5,6.554285714,94.72,11.03,59.68,27.31,10.92,,27.66,27.92,25.35,136.18,23.7,2.07,9.68,10.37,25.81,53.7,14.21,24.32,14.46,20.6,12.54,9.87,,383.86,16.15,19.35,4.8,,,5.91,6.08,
23 04 2009,3.91,,21.54,8,12.69,7.43,21.37,33.4,5.71,44.14,164.47,22.46,17.39,6.474285714,94.53,11.17,57.47,26.8,11.01,,28.66,29.46,26.17,147.72,25.4,2.16,9.83,10.16,28.2,56.96,14.87,25.58,15.1,19.58,13.7,9.57,,384.69,16.13,19.68,4.77,,,6.22,7.1,
24 04 2009,4.15,,22.36,7.88,13.98,7.59,23.46,34.7,6.07,42.63,161.68,22.48,18.38,6.104285714,96.16,11.99,60.91,28.71,10.93,,28.62,28.18,26.44,151.16,24.8,2.15,9.59,10.16,29.25,55.57,15.31,28.33,15.04,19.48,14.35,9.76,,389.49,16.38,19.79,5.17,,,7.13,7.8,
27 04 2009,4.05,,22,6.75,13.48,6.88,23.04,33.16,6.01,42.47,164.16,21.06,18.12,6.624285714,91.39,11.97,59.57,28.37,9.96,,28.05,27.56,25.88,149.46,23.5,2.15,9.59,9.9,28.12,55.01,14.68,26.63,15.24,19.8,15.19,9.67,,385.95,15.92,19.77,4.94,,,6.4,6.64,
28 04 2009,4.12,,22.15,6.08,13.47,6.95,22.75,32.12,6.11,43.48,165.19,20.6,18.12,6.597142857,93.58,11.5,59.03,28,10.1,,27.58,27.36,24.86,146.84,24.6,2.17,9.75,9.75,27.55,53.17,14.18,25.9,15.3,19.6,15,9.6,,383.71,15.96,19.74,5.19,,,6.24,7.11,
29 04 2009,4.36,,22.68,6.22,14.82,7.2,24.2,33.78,6.42,42.6,163.93,21.18,18.73,6.461428571,94.99,11.86,60.03,28.57,10.24,,29.13,28.03,26.32,151.03,16.3,2.22,10.88,11.29,29.68,55,15.66,28.15,16.11,20.06,13.45,10.17,,391.47,16.65,19.6,5.57,,,6.57,7.54,
30 04 2009,4.07,,23.09,6.17,14.5,6.98,24.02,33.92,6.06,43.75,166.39,27.22,18.07,6.472857143,97.09,11.51,62.47,28.94,10.54,,28.89,24.44,26.35,146.52,14.3,2.36,11.47,11.24,29.75,54.36,16.34,28.88,16.34,22.02,12.89,10.11,,395.97,16.02,19.34,4.61,,,7.5,7.69,
1 05 2009,4.18,,23.1,6.42,14.69,7.06,23.76,34.05,5.79,42.43,162.27,29.58,17.47,6.354285714,96.05,11.14,60.27,28.1,10.56,,29.32,23.41,26.45,148.42,15.8,2.44,10.56,11.39,27.45,52.78,15.43,28.18,16.66,22.37,13.08,10.12,,393.69,16.03,19.34,4.76,,,7.92,7.54,
4 05 2009,4.46,,24.25,7.02,14.84,7.38,23.78,34.49,6.04,43.78,163.21,31,19.5,6.42,99.4,12.16,62.85,29.21,11.7,,30.24,23.21,26.86,157.99,17.2,2.8,12.58,11.96,28.94,55.64,16.93,30.78,17.72,23.26,13.1,10.58,,401.9793,16.03,18.97,5.15,,,9.04,8.38,
5 05 2009,4.91,,23.69,7.53,14.45,7.45,23.54,33.08,5.92,42.06,161.57,31.6,19.13,6.444285714,105.33,12.3,61.28,29.12,12.15,,30.82,24.58,26.23,157.69,16.8,3.26,12.78,11.71,27.71,53.54,18.75,31,17.75,23.32,12.82,10.2,,402.99,16.03,19.01,5.09,,,9.08,8.73,
6 05 2009,4.65,,23.94,7.331,14.57,7.52,23.85,32.94,6.01,42.27,163.3,30.86,18.04,6.141428571,103.24,11.31,61.07,28.6,12.18,,33.48,25.47,27.6,155.64,17.5,3.81,15.07,15.5725,32.35,55.41,23.29,35.57,18.03,22.53,13.46,10.1,,403.47,15.97,19.06,5.19,,,9.53,9.44,
7 05 2009,4.26,,23.4,6.98,15.01,7.22,23.53,32.2,5.65,41.85,163.02,29.98,16.09,5.71,100.8,10.9,57.98,28.23,12.18,,33.08,23.85,26.9,144.48,16.9,4.59,15.8,15.9,31.75,52.35,21.45,42.87,17.4,21.28,13.726,9.69,,396.61,15.86,18.42,4.89,,,8.42,8.47,
8 05 2009,4.59,,24.88,6.96,15.75,7.36,23.79,32.99,6.21,41.7,157.47,30.64,17.11,5.745714286,104.9,11.47,57.16,28.78,12.38,,37.66,25.62,29.02,148.35,19.7,5.28,18.16,18.24,35.5,55.29,23.68,46,18.94,21.31,12.95,9.98,,407.33,15.79,18.32,5.1,,,9.37,9.56,
11 05 2009,4.86,,23.48,6.91,15.02,7.16,23.82,31.66,5.84,41.27,158.99,30.32,16.36,5.657142857,108.88,11.23,55.6,27.85,12.35,,33.67,23.58,26.11,142.05,17.8,5.28,16.01,16.58,32.32,52.71,20.34,40.33,17.02,21.48,12.8,9.71,,407.98,15.85,18.56,4.93,,,8.38,8.83,
12 05 2009,4.7,,23.26,6.63,15.31,7.13,23.21,30.93,5.62,40.43,156.98,29.78,15.86,5.761428571,108.23,10.71,54.7,26.83,12.2,,34.26,23.31,25.66,143.03,15.9,5.24,14.51,16.14,32.26,53.51,19.74,39.31,16.91,21,12.84,9.87,,399.01,15.65,18.38,4.76,,,7.95,8.45,
13 05 2009,4.1,,22.23,6.34,13.6,6.9,22.13,29.52,5.01,39.76,154.48,26.96,15.31,5.378571429,101.03,9.87,51.6,25.28,12.06,,31.65,22.14,24.46,138.06,15.2,4.15,12.56,14.42,28.78,52.4,18.55,37.02,16.13,20.29,12.8,9.11,,389.54,15.15,18.07,4.45,,,7,7.65,
14 05 2009,3.9,,22.34,6.37,14.06,6.95,22.2,29.01,4.98,39.93,156.67,28.02,15.82,5.297142857,99.74,9.75,51.53,25.4,12.82,,33.75,23.23,25.06,140.03,15.2,4.99,14.75,16.24,30.49,55,18.86,39.37,16.74,20.74,13.0001,9.36,,387.5,15.15,18.46,4.67,,,7.43,8.19,
15 05 2009,3.89,,22.5,6.33,13.97,6.89,21.96,29.12,5.14,40.66,158.01,27.7,15.56,5.5,99.66,9.63,49.87,25.48,12.56,,32.14,22.58,25.4,140.81,14.6,4.67,14.6,16.12,29.39,53.55,18.58,37.75,16.27,20.74,13.6,9.2,,390,14.95,18.42,4.69,,,7.07,7.67,
18 05 2009,4.11,,23.35,6.78,14.84,7.12,22.68,30.5,5.23,41.97,158.71,28.92,16.83,5.538571429,101.6,10.3,52.28,26.53,13.16,,35.52,23.73,27.44,144.31,15.8,5.2,16.41,17.65,31.29,54.89,20.57,41.64,17.5,21.21,13.99,9.5,,396.84,15.27,18.92,4.92,,,7.93,8.62,
19 05 2009,4.33,,23.55,6.6,14.8,7.08,22.67,30.37,5.05,43.38,161.28,30.1,16.29,5.661428571,103.99,10.03,52.52,27.3,13.15,,34.08,23.51,28.94,139.68,15.7,5.48,16.09,17.6,31.46,52.39,20.81,41.95,17.13,21.56,13.9,9.39,,398.88,15.31,18.97,4.98,,,7.9,8.4,
20 05 2009,4.26,,23.59,6.47,14.22,6.93,22.58,30.66,5.23,42.89,157.1,30.54,15.58,5.75,102.84,9.52,53.45,26.83,13.41,,34.4,22.55,28.06,137.16,15.3,5.17,15.7,16.84,30.43,50.91,20.21,40.76,16.64,21.45,13.91,9.27,,397.18,15.56,18.94,4.99,,,7.32,8.36,
21 05 2009,4.07,,22.5,6.46,13.85,6.76,21.92,30.14,5.09,42.77,154.54,29.38,15.01,5.587142857,100.45,9.25,50.19,26.07,13.29,,34.11,22,28.37,141.75,14.2,4.97,15.42,17.08,30.37,51.5,20.25,40.59,16.53,21.09,14.55,9.29,,396.5,15.39,18.57,4.83,,,6.92,8.41,
22 05 2009,4.07,,22.55,6.22,13.97,6.7,21.65,30.23,4.98,43,155.65,29.92,14.64,5.542857143,101.25,9.36,55.4,26.42,13.38,,34.48,22.55,28.73,147.72,13.8,4.9,15.02,17.03,30.15,52,20.58,39.6,16.59,20.83,14.5,9.34,,393.5,15.47,18.65,4.99,,,6.77,8.2,
26 05 2009,4.39,,24.3,6.25,14.7,6.91,21.98,31.22,4.96,45.13,162.84,31.9,15.5,5.727142857,105.28,9.61,57.85,28.09,13.52,,36.44,23.57,29.72,154.93,13.3,5.03,14.79,17.7,30.7,54.92,20.79,39.59,17.48,21.57,13.65,9.64,,404.36,16.04,19.07,5.24,,,7.29,9.01,
27 05 2009,4.12,,23.24,5.56,14.07,6.6,21.17,30.47,4.83,44.15,155.04,31.14,15.22,5.561428571,104.83,9.4,56.62,28.19,13.69,,33.56,22.4,28.65,149.11,14.1,4.72,14.72,17.08,29.62,53.42,20.56,38.56,16.23,21.21,12.75,9.35,,405.56,16.03,18.99,5.17,,,6.75,8.61,
28 05 2009,4.48,,22.92,5.5,14.32,6.67,21.11,30.94,4.7,43.42,150.56,31.78,14.33,5.505714286,107.78,8.67,56.76,28.13,13.88,,36.07,23.18,29.48,153.33,14.3,5.18,14.32,18.01,31.12,55.47,21.81,39.46,16.85,21.75,12.76,9.07,,410.4,16.14,19.21,5.17,,,6.76,8.97,
29 05 2009,4.34,,23.58,5.81,14.14,6.74,21.39,31.15,4.75,42.59,152.15,34.62,15,5.631428571,110.11,8.8,56.85,28.37,13.32,,35.5,23.63,30.2,159.5,14.4,5.92,14.34,18.95,31.5,57.65,22.2,39.91,17.11,22.27,13.25,9.25,,417.23,16.2,19.59,5.39,,,7.3,9.38,
1 06 2009,4.59,,25.01,6.43,14.94,6.88,22.62,32.7,5.15,43.85,156.83,34.76,15.1,5.848571429,114.3,8.67,61.83,31.01,13.27,,36.26,23.74,30.93,164.99,15.1,6.6,15.18,19.58,31.51,56.53,22.44,39.52,17.24,21.69,13.25,9.21,,426.56,16.57,19.92,5.64,,,8.41,9.61,
2 06 2009,4.57,,24.88,6.88,15.23,7.04,22.88,33.28,5.34,45.15,158.32,34.3,15.51,5.881428571,115.39,8.97,67.35,30.68,13.36,,36.5,23.86,29.97,167.45,14.6,6.62,15.71,19.44,31.96,55.73,22.23,41.7,17.6,22.19,13.25,9.5,,428.4,16.38,20.35,5.66,,,8.44,9.58,
3 06 2009,4.34,,24.51,7.21,15.04,6.97,22.14,32.68,5.43,45.15,158.8,33.14,14.54,5.785714286,115.79,8.59,65.58,30.65,13.45,,34.18,24.06,29.39,164.53,14.1,6.12,14.88,18.22,30.2,55.28,20.93,40.51,16.94,21.83,12.65,9.38,,431.65,15.97,20.34,5.74,,,7.81,9.36,
4 06 2009,4.55,,25.14,7.14,15.49,6.86,22.08,32.81,5.89,44.56,158.4,33.12,14.36,5.815714286,116.37,8.54,69.33,30.22,13.64,,34.29,24.46,30.55,165.15,14.9,6.49,14.93,19.18,32.03,57.16,21.57,42.06,17.41,22.54,12.56,9.5,,440.28,16.12,20.61,6.15,,,8.29,9.69,
5 06 2009,4.44,,25.18,7.02,15.46,6.89,22.85,32.82,6.42,43.78,159.57,33.36,14.12,5.598571429,116.32,8.8,69.47,29.76,13.28,,33.52,24.91,29.65,163.74,14.8,6.67,14.9,19.57,31.45,55.59,22.23,40.95,17.19,22.18,13.15,9.72,,444.32,16.31,20.71,6.1,,,8.04,9.56,
8 06 2009,4.26,,24.9,6.72,15.36,6.82,23.12,32.26,6.6,43.96,158.34,32.12,14.35,5.544285714,116.28,9.05,70.15,29.63,13.3,,33.8,24.37,28.54,169.36,14.5,6.43,14.79,19.32,32.78,55.38,22.15,40.1,17.27,21.6,12.922,9.67,,438.77,16.21,20.87,6.04,,,7.92,9.52,
9 06 2009,4.23,,25.09,6.9,15.34,6.81,23.15,32.22,6.82,44.35,160.27,33.46,15.19,5.572857143,118,9.56,69.4,29.65,13.23,,33.76,23.74,28.39,182.14,15.3,6.36,14.28,18.64,33.03,56.36,21.97,39.51,16.95,22.29,12.77,9.55,,435.62,16.49,20.99,6.22,,,8.14,9.7,
10 06 2009,4.22,,24.77,6.55,14.78,6.65,22.8,31.82,6.67,43.5,157.92,33,14.88,5.408571429,115.81,9.41,69.36,29.05,12.8,,33.51,25.09,26.33,178.52,15.9,6.31,13.71,18.38,32.27,54.99,21.64,38.67,16.79,22.22,12.75,9.49,,432.6,16.74,20.74,6.2,,,9.25,9.12,
11 06 2009,4.23,,24.67,6.68,15.12,6.64,22.97,32.01,6.8,41.52,154.05,33.82,14.45,5.391428571,115.61,8.87,68.56,27.8,13.06,,33.81,25.27,25.69,182.6,16.6,6.91,14.08,18.95,32.02,55.35,21.33,38.3,17.01,22.89,12.6,9.41,,429,16.55,20.94,6.01,,,9.05,8.93,
12 06 2009,4.42,,24.06,6.4,14.71,6.61,22.5,32.15,6.8,41.24,155.5,33.66,14.09,5.405714286,115.31,8.82,68.93,27.29,13.05,,32.81,24.62,24.32,176.56,19.7,6.73,12.95,17.75,31.08,55.19,20.89,37.15,16.86,22.86,12.565,9.28,,424.84,16.41,20.85,6.12,,,9.81,9.18,
15 06 2009,4.21,,23.35,6.1,13.92,6.48,22.03,31.27,6.31,41.49,154.91,33,13.24,5.451428571,111.05,8.61,66.82,26.32,12.67,,31.62,23.87,24.78,169.64,18.1,6.33,11.5,15.83,29.9,54.18,19.48,36.6,16.68,22.12,12.6,9.13,,416.77,16.29,20.22,6.08,,,8.98,8.39,
