date,LPX,AAL,CR,DAL,DLX,LUV,RHI,SNA,URI,AAP,AZO,EXPE,KBH,NFLX,PCLN,PHM,SHLD,TIF,TSN,HCA,AFL,AIZ,AMP,BLK,ETFC,GNW,HIG,LNC,MET,NTRS,PFG,PRU,UNM,AKAM,BVSN,CVG,FB,GOOGL,IAC,ORCL,VIAV,S,DYN,CBG,HST,RLGY
24 04 1998,21.375,,35.25,,32.75,8.259259259,25.75,43.6875,30.5,,31.75,,15.46875,,,6.6640625,,11.0625,19.125,,15.140625,,,,55.9375,,54.9375,45.25,,35.8125,,,52.9375,,450,,,,48.75,4.447916667,54.1563,,,,19.6875,
27 04 1998,20.625,,34.66666667,,32.0625,8.018518519,25.125,42.6875,30.5,,30.6875,,14.34375,,,6.296875,,10.9375,18.9375,,14.828125,,,,52.8125,,52.90625,44,,34.9375,,,52.0625,,396.875,,,,47.625,4.385416667,53.5,,,,19.3125,
28 04 1998,21.1875,,34.66666667,,31.875,7.777777778,25.4375,42.1875,34.0625,,30.25,,14.4375,,,6.15625,,10.953125,19.0625,,15.234375,,,,57.96875,,53.9375,43.3125,,35.5,,,51.9375,,449.22,,,,48,4.375,54.3125,,,,19.4375,
29 04 1998,21.5625,,34.91666667,,32.625,8.018518519,25.59375,42.375,34.5,,30.0625,,14.59375,,,6.203125,,11.234375,19,,15.390625,,,,60.3125,,54.75,43.53125,,35.75,,,52.875,,443.75,,,,50,4.395833333,56.25,,,,19.3125,
30 04 1998,21.875,,35.875,,33.5,8.12962963,27.0625,42.3125,34.4375,,30.1875,,14.625,,,6.3984375,,11.375,19.3125,,16.25,,,,62.34375,,55.375,44.5,,36.5,,,53.75,,462.5,,,,49.125,4.3125,54.25,,,,19.4375,
1 05 1998,21.5625,,35.91666667,,34.875,7.925925926,27.03125,43,34.5,,29.9375,,15,,,6.4375,,11.4375,19.0625,,16.578125,,,,60.625,,55.6875,44.3125,,37.2344,,,53.875,,450,,,,50.25,4.260416667,55.75,,,,20.0625,
4 05 1998,21.3125,,36,,34.9375,7.944444444,27.03125,42.9375,34.625,,29.8125,,15.375,,,6.5625,,11.59375,19.3125,,17.25,,,,62.5,,56.09375,44.15625,,36.34375,,,55.375,,450,,,,50.375,4.385416667,55.25,,,,20.8125,
5 05 1998,20.9375,,35.75,,35.3125,7.851851852,26.65625,43.4375,35.125,,29.8125,,14.71875,,,6.625,,11.875,19.5625,,17.015625,,,,62.5,,56.96875,44.125,,35.5625,,,55.9375,,465.625,,,,49.5626,4.302083333,53.625,,,,20.6875,
6 05 1998,20.8125,,35.25,,34.125,7.666666667,26.375,43.6875,35.5,,29.6875,,14.3125,,,6.7109375,,11.8125,19.625,,16.53125,,,,60.9375,,56.0625,43.875,,35.4375,,,56.0625,,440.625,,,,49,4.385416667,54.125,,,,20.875,
7 05 1998,20.5625,,35.33333333,,33.875,7.851851852,26.46875,43.5,34.875,,29.75,,14.3125,,,6.734375,,11.65625,19.75,,16.4375,,,,59.53125,,55.96875,43.65625,,35.6875,,,57,,425,,,,49.4376,4.34375,53.625,,,,20.5625,
8 05 1998,21.4375,,35.45833333,,34.625,7.888888889,26.96875,43.875,35.5,,29.5625,,13.625,,,6.7109375,,11.515625,19.875,,16.375,,,,59.375,,56.34375,44.40625,,35.5,,,59.0625,,423.4375,,,,49.625,4.479166667,54.5625,,,,20.4375,
11 05 1998,21.875,,35.33333333,,33.625,7.777777778,26.59375,43.875,36.5625,,29.625,,13.8125,,,6.75,,11.515625,20,,16.5625,,,,59.375,,55.78125,44.75,,35.0625,,,57.875,,403.125,,,,50,4.333333333,53.375,,,,20.4375,
12 05 1998,21.6875,,35.70833333,,33.75,7.740740741,26.78125,44.4375,36.5625,,30.75,,13.59375,,,6.8125,,11.3125,20.5,,16.359375,,,,59.53125,,55.59375,45.0625,,35.4844,,,57.5,,393.75,,,,49.875,4.34375,53.375,,,,20.25,
13 05 1998,21.375,,35.625,,33.5,7.777777778,27.15625,44.5625,37,,31.625,,13.8125,,,7.0078125,,11.484375,20.4375,,16.34375,,,,59.84375,,55.375,45.46875,,35.5,,,58,,381.25,,,,49.125,4.333333333,54.375,,,,20.1875,
14 05 1998,21.25,,35.375,,33.1875,7.944444444,27.28125,44.375,36.25,,32.8125,,14.15625,,,7,,11.421875,20.75,,16.640625,,,,58.28125,,55,45.3125,,35.6875,,,57,,396.875,,,,48,4.375,54.875,,,,19.9375,
15 05 1998,20.75,,35.125,,33.3125,7.666666667,26.21875,44.6875,36.125,,33.0625,,13.5,,,6.8671875,,11.28125,20.6875,,16.453125,,,,57.8125,,55,45.625,,35.71875,,,56.5625,,406.25,,,,48.375,4.3125,54.9375,,,,19.75,
18 05 1998,20.5625,,35.08333333,,33.5625,7.703703704,26.21875,44.625,33.75,,32.625,,13.875,,,6.921875,,11.4375,20.5,,16.40625,,,,56.25,,54.625,45.78125,,35.1875,,,55.75,,400,,,,48,4.28125,55.0625,,,,19.6875,
19 05 1998,20.625,,35.83333333,,33.75,7.537037037,26.125,44.875,33.75,,32.25,,13.84375,,,6.984375,,11.78125,20.875,,16.453125,,,,57.5,,54.96875,46.375,,35.21875,,,56,,396.095,,,,46.625,4.34375,58.625,,,,19.875,
20 05 1998,21.375,,36,,33.9375,7.740740741,26.375,44.9375,33.9375,,32.25,,13.1875,,,7.0078125,,11.765625,21,,16.46875,,,,55.3125,,55.6875,46.25,,35.8125,,,56,,407.0325,,,,46.5,4.1875,57.3125,,,,19.9375,
21 05 1998,21.1875,,35.70833333,,33.625,7.703703704,26.5625,45.25,33.9375,,32.3125,,12.75,,,6.9609375,,12,21.125,,16.546875,,,,55.625,,55.90625,45.71875,,36.3125,,,55.9375,,481.25,,,,45.5,4.104166667,56.125,,,,19.5,
22 05 1998,21.0625,,36.41666667,,33.5,7.833333333,26.46875,44.3125,33.9375,,32.625,,12.4375,,,6.84375,,11.796875,21,,16.4375,,,,55.9375,,55.84375,45,,36.0625,,,56.9375,,456.25,,,,47.25,4.0625,56.5,,,,19.4375,
26 05 1998,20.5625,,36.41666667,,33.25,8.018518519,25.53125,44,35.25,,32.5625,,11.96875,,,6.75,,11.875,21,,16.15625,,,,53.75,,55.09375,44.8125,,35.59375,,,55.25,,414.0625,,,,47.6876,4,56.5,,,,19.375,
27 05 1998,20.1875,,35.45833333,,33,7.87037037,25.5625,43.875,34.5,,32.625,,11.28125,,,6.625,,11.8125,21.0625,,15.734375,,,,53.125,,54.46875,44.0625,,35,,,55.1875,,400.7825,,,,47.875,3.979166667,54.25,,,,19.25,
28 05 1998,20.4375,,35.70833333,,33.3125,7.944444444,25.84375,44.0625,34.125,,33.3125,,13,,,6.5859375,,11.953125,21.75,,15.96875,,,,55.78125,,54.5625,45,,35.28125,,,55.4375,,403.125,,,,49.75,4.104166667,53.75,,,,19.4375,
29 05 1998,19.9375,,35.125,,33.5625,7.907407407,25.3125,43.875,34.5,,33.25,,12.84375,,,6.6640625,,11.96875,21.125,,15.96875,,,,54.0625,,55.03125,44.9375,,35.26565,,,55.5625,,398.4375,,,,49,3.9375,51,,,,19.25,
1 06 1998,20.25,,34.625,,33.75,7.666666667,25.46875,44,34.9375,,33.3125,,12.34375,,,6.671875,,11.78125,21.125,,16.015625,,,,51.5625,,55.15625,45.34375,,35.3125,,,56,,385.9375,,,,47.625,3.802083333,49,,,,19.375,
2 06 1998,20.3125,,34.41666667,,33.75,7.888888889,26,43.9375,35,,33.4375,,12.5,,,6.5,,11.703125,21.5,,16.328125,,,,51.25,,55.875,45.28125,,35,,,55,,382.8125,,,,48.25,4.0625,50.875,,,,19,
3 06 1998,20.125,,33.375,,33.75,8.12962963,27.1875,43.875,36,,33.4375,,12.75,,,6.625,,11.75,21.75,,16.09375,,,,50.3125,,54.5,44.6875,,34.4375,,,54.25,,382.8125,,,,46.75,3.927083333,54,,,,18.8125,
4 06 1998,20.3125,,33.625,,33.875,8.074074074,27.75,43.9375,36,,33.4375,,12.8125,,,6.546875,,11.75,22.125,,16.140625,,,,55,,54,45.34375,,34.8125,,,55,,382.8125,,,,45.9376,4.135416667,55.375,,,,18.5625,
5 06 1998,20.625,,34.16666667,,34.1875,8.203703704,27.875,44,35.4375,,33.5,,12.9375,,,6.71875,,12.015625,22.3125,,16.03125,,,,55.78125,,54.25,45.34375,,34.84375,,,55,,387.5,,,,46.125,4.322916667,56,,,,18.1875,
8 06 1998,20.5625,,33.91666667,,34.375,8.425925926,28.53125,43.875,35.375,,32.0625,,13.15625,,,6.703125,,12.109375,21.8125,,16.515625,,,,58.4375,,54.84375,45.5625,,34.875,,,54.8125,,418.75,,,,45.875,4.3125,54.875,,,,18.3125,
9 06 1998,20.625,,34.04166667,,34.4375,8.666666667,29.5,44.125,35.75,,31.625,,13,,,6.75,,12.09375,22.3125,,16.59375,,,,58.59375,,55.84375,45.5,,34.375,,,54.6875,,434.375,,,,46,4.34375,55.4063,,,,18.75,
10 06 1998,19.8125,,33.66666667,,33.625,8.574074074,28.71875,43.4375,35.4375,,31.375,,13.03125,,,6.765625,,11.3125,23.0625,,15.90625,,,,57.96875,,56.1875,45.5,,34.4375,,,56,,434.375,,,,49,4.145833333,54.5625,,,,18.6875,
11 06 1998,19.375,,32.70833333,,33.0625,8.574074074,28.4375,42.375,35,,31.6875,,13.21875,,,6.546875,,11.25,24.125,,15.3125,,,,55.15625,,54.53125,45,,34.4375,,,56.0625,,434.375,,,,48.125,4.0625,52.75,,,,18.3125,
12 06 1998,19.25,,32.25,,33.8125,8.425925926,27.71875,41.6875,34.3125,,31.9375,,13.125,,,6.515625,,11.1875,24.125,,15,,,,52.5,,53.96875,44.5,,34.25,,,55.5625,,425,,,,48.375,4.177083333,52,,,,17.375,
15 06 1998,18.4375,,31.91666667,,33.4375,8.592592593,27.78125,41.125,33.375,,31.625,,12.625,,,6.40625,,10.59375,23.4375,,14.5625,,,,50.625,,52.875,43.4375,,33.875,,,54.75,,400,,,,47,4.09375,51.25,,,,17.125,
16 06 1998,18.3125,,31.375,,33.625,8.592592593,27.5625,41.125,35.75,,31.9375,,12.65625,,,6.5625,,10.578125,23.375,,14.96875,,,,52.26575,,52.59375,43.40625,,34.20315,,,55,,407.8125,,,,48.25,4.041666667,52.125,,,,17.375,
17 06 1998,18.625,,32,,34.5625,8.592592593,28.6875,41.4375,36.375,,31.6875,,13.0625,,,6.40625,,10.65625,23.4375,,15.1875,,,,55.46875,,53,44.03125,,35.21875,,,54.875,,403.125,,,,48.5,4.052083333,52.75,,,,17.4375,
18 06 1998,18.0625,,31.375,,34.5625,8.592592593,28.5,40.9375,35.8867,,32.4375,,12.46875,,,6.328125,,10.75,23.4375,,15.15625,,,,52.5,,52.5,44.28125,,34.8125,,,54.875,,440.625,,,,50.5,4.104166667,54.125,,,,17.6875,
19 06 1998,18.1875,,31.58333333,,34.3125,8.444444444,28.15625,39.5625,36,,32.375,,13.1875,,,6.65625,,10.59375,22.875,,14.71875,,,,52.03125,,52.375,43.9375,,35.53125,,,54.3125,,428.125,,,,50.5,4.041666667,55.625,,,,18,
22 06 1998,18.0625,,31.79166667,,34.875,8.611111111,28.09375,40.3125,36.375,,33.625,,13.59375,,,7.125,,11.25,23.375,,14.6875,,,,53.75,,52.59375,43.5,,35.875,,,54.5625,,431.25,,,,50.625,4.03125,62.75,,,,18.125,
23 06 1998,18.125,,31.83333333,,34.8125,8.592592593,27.9375,39.9375,37.0664,,34.6875,,15.8125,,,7.484375,,11.171875,23.5,,15,,,,52.8125,,52.5625,43.59375,,35.1875,,,55.125,,485.9375,,,,50.5,4.072916667,63,,,,18.1875,
24 06 1998,18.0625,,32.83333333,,34.75,8.648148148,28,40,37.2227,,34.9375,,16,,,7.59375,,11.265625,22.8125,,15.125,,,,53.90625,,52.875,44.375,,35.75,,,57.25,,490.625,,,,50.125,4.166666667,60,,,,18.0625,
25 06 1998,18.25,,31.95833333,,34.6875,8.833333333,28,39.0625,38.875,,34.5,,15.84375,,,7.71875,,11.265625,22.375,,15.09375,,,,55.625,,53.78125,44.28125,,36,,,56.375,,551.5625,,,,51.5,4.114583333,59.4375,,,,18.0625,
26 06 1998,18.375,,32.20833333,,34.5,8.611111111,27.9375,38.4375,39.625,,32.5,,16,,,7.625,,11.203125,22.5625,,15.46875,,,,55.625,,54.15625,44.59375,,37,,,56.5,,543.75,,,,50.5,4.104166667,59.5,,,,18.4375,
29 06 1998,18.3125,,32.20833333,,35.0625,8.925925926,28,34.9375,41.125,,32.4375,,16.5,,,7.59375,,11.34375,22.9375,,15.625,,,,56.25,,55.65625,45.625,,38.5,,,55.4375,,625,,,,51.625,4.083333333,58.5625,,,,18.375,
30 06 1998,18.25,,32.375,,35.75,8.759259259,27.9375,36.25,42,,31.9375,,15.8125,,,7.46875,,12,21.6875,,15.15625,,,,57.34375,,57.1875,45.6875,,38.125,,,55.5,,596.875,,,,50.25,4.09375,62.7813,,,,17.8125,
1 07 1998,18.5,,32.58333333,,37.1875,8.962962963,27.96875,36.625,41.75,,32.3125,,16.125,,,7.625,,12.125,22.5625,,16.125,,,,57.8125,,57.46875,46.59375,,38.75,,,55.625,,600,,,,50.75,4.010416667,63,,,,18.125,
2 07 1998,18.5625,,32.625,,36.875,8.740740741,27.5,36.9375,41.6875,,33.5625,,16.375,,,7.640625,,11.828125,23.1875,,16.5,,,,56.25,,57.28125,46.75,,38.75,,,56.25,,593.75,,,,53.75,3.8125,58.375,,,,17.75,
6 07 1998,18.0625,,32.95833333,,37.125,9.092592593,26.96875,36.4375,42.1875,,35.0625,,16.90625,,,7.78125,,11.71875,23,,16.6875,,,,55.625,,59.1875,47.96875,,39.0625,,,57.5,,606.25,,,,54.125,3.84375,51.375,,,,18.5625,
7 07 1998,17.6875,,33.08333333,,37.8125,9.222222222,26.375,37.0625,43.875,,34.9375,,17.0625,,,7.84375,,11.640625,22.9375,,17.125,,,,57.1875,,58.8125,47.59375,,39.21875,,,58.1875,,640.625,,,,53.75,3.8125,52.25,,,,18,
8 07 1998,17.875,,34.16666667,,37.9375,9.055555556,27.375,36.3125,45.375,,35.375,,17.0625,,,7.96875,,11.546875,23.0625,,17.8125,,,,57.8125,,58.65625,46.90625,,39.78125,,,58.5625,,623.4375,,,,54.25,3.927083333,51.5625,,,,18.4375,
9 07 1998,17.3125,,32.91666667,,36.8125,9.148148148,27.28125,36.25,45.25,,36.6875,,16.96875,,,7.875,,11.453125,24.4375,,18,,,,63.90625,,59,46.9375,,39.625,,,58.5625,,615.625,,,,54.125,4.072916667,52.625,,,,18.5,
10 07 1998,16.75,,32.95833333,,36.375,9.314814815,26.96875,36.25,44.4375,,36.4375,,17,,,8.109375,,11.34375,24.375,,18.625,,,,61.25,,58.40625,47.75,,40.625,,,59,,600,,,,55.75,4.177083333,51,,,,18.875,
13 07 1998,17.75,,33.25,,36.4375,9.074074074,26.71875,35.75,46.0625,,35.8125,,17.25,,,8.265625,,11.296875,24.125,,18.0625,,,,86.25,,58.65625,46.875,,40.5,,,58.8125,,621.875,,,,55.75,4.270833333,50.5,,,,18.9375,
14 07 1998,17.4375,,33.54166667,,36.5625,9.407407407,26.84375,36.125,45,,35.9375,,17.40625,,,8.21875,,11.234375,24.375,,18.40625,,,,76.40625,,59.5625,46.5,,40.75,,,59.125,,637.5,,,,54.75,4.333333333,52,,,,18.75,
15 07 1998,17.4375,,33,,36.0625,8.981481481,26.90625,36.1875,45.1875,,36.0625,,17.40625,,,8.09375,,11.65625,23.6875,,18.53125,,,,84.53125,,59.5625,46.5625,,41,,,58.75,,665.625,,,,54.25,4.510416667,53,,,,18.6875,
16 07 1998,17.625,,33.75,,36.5,8.796296296,26.53125,36.625,45.9375,,36.1875,,17.34375,,,8.140625,,11.71875,23.5,,18.65625,,,,84.21875,,58.0625,46.59375,,40.5625,,,59.125,,695.3125,,,,57,4.614583333,54.875,,,,18.75,
17 07 1998,17.8125,,34.04166667,,37.0625,8.981481481,26,36.3125,46.4375,,37.375,,17.09375,,,8.046875,,11.46875,23.875,,18.9375,,,,83.28125,,58.9375,47.09375,,40.125,,,58.9375,,690.625,,,,60,4.513016667,56.125,,,,18.6875,
20 07 1998,19.5,,34.08333333,,36.75,8.925925926,27.59375,36.3125,48,,36,,17.125,,,8.125,,11.453125,23.75,,18.40625,,,,80.625,,58.125,46.59375,,39.84375,,,57.5,,675,,,,59,4.59375,54.125,,,,18.125,
21 07 1998,19.0625,,34.5,,35.9375,8.888888889,28.78125,35.8125,46.3125,,35.875,,16.90625,,,8.125,,11.390625,22.5625,,18.4375,,,,80,,58.3125,46.125,,38.6875,,,56,,668.75,,,,57.5,4.625,52.25,,,,17.9375,
22 07 1998,19,,35.33333333,,35.125,9.037037037,28.84375,36.5,44.375,,37.1875,,15.5,,,7.953125,,11.4375,22.5,,17.75,,,,71.875,,55.75,47,,38.0625,,,56,,695.3125,,,,56.25,4.322916667,52.5625,,,,17.75,
23 07 1998,18.875,,35.16666667,,34.25,9.203703704,28.53125,37,43,,36.9375,,15.03125,,,7.765625,,11.203125,22.375,,17.25,,,,62.8125,,53.125,46.78125,,37.375,,,52.5,,637.5,,,,54.75,4.1875,54.5625,,,,17.25,
24 07 1998,19.1875,,34.5,,34,9.166666667,27.875,36.9375,43.25,,36.625,,14.90625,,,7.453125,,10.875,22.625,,17.53125,,,,67.8125,,52.6875,47.3125,,37.8125,,,52.6875,,596.875,,,,56.125,4.104166667,53.25,,,,17.4375,
27 07 1998,18.5625,,34.375,,33.1875,9.462962963,27.25,37,41.75,,34.75,,14.8125,,,7.171875,,10.75,22.5625,,18.15625,,,,67.5,,54.1875,46.8125,,37.3125,,,53.3125,,587.5,,,,56.5,4.447916667,52.125,,,,17.3125,
28 07 1998,18.25,,33.16666667,,33.4375,9.537037037,27.53125,36,38.8125,,34.25,,14.625,,,7.125,,10.71875,22.25,,17.28125,,,,67.8125,,52.125,46.15625,,36.4375,,,51.5,,550,,,,55.25,4.489583333,49.625,,,,16.875,
29 07 1998,19,,32.875,,33.6875,9.481481481,28.09375,35.75,36.8125,,35,,14.84375,,,7.203125,,10.796875,22,,17.875,,,,66.25,,52.5,47.125,,36.625,,,52.75,,493.75,,,,54.8126,4.4375,48.125,,,,16.5625,
30 07 1998,20.3125,,33.375,,34.375,9.740740741,27.875,35.9375,35.1875,,35.375,,14.5625,,,7.3125,,11.203125,22,,17.5,,,,68.4375,,53.25,47.25,,37.8594,,,53.4375,,501.5625,,,,61,4.447916667,49.875,,,,17,
31 07 1998,19.9375,,33,,34.0625,9.759259259,26.78125,35.5,33.9375,,34.25,,13.96875,,,7.078125,,10.734375,21.625,,17.1875,,,,68.125,,52.0625,47.9375,,36.8125,,,52.6875,,481.25,,,,58.5,4.416666667,50,,,,16.9375,
3 08 1998,20.4375,,32.29166667,,34.375,9.62962963,26.8125,34.25,33.9375,,34.8125,,13.3125,,,7.421875,,10.515625,21.375,,17.09375,,,,64.6875,,52.5625,48.78125,,36.9375,,,52.625,,446.875,,,,59.375,4.4375,48.625,,,,16.5,
4 08 1998,19.8125,,31,,33.75,8.981481481,26.625,33.125,34.5625,,33.75,,12.75,,,7.296875,,10.25,20.9375,,16.65625,,,,62.8125,,50.875,47,,36.15625,,,51.4375,,493.75,,,,55.25,4.25,44.6875,,,,15.8125,
5 08 1998,19.4375,,31.58333333,,34.5,9.314814815,27.15625,34.0625,36,,33.875,,13.375,,,7.4375,,10.46875,20.875,,16.59375,,,,61.25,,50.5625,46.5,,36,,,51.9375,,578.125,,,,55.25,4.197916667,46.125,,,,15.8125,
6 08 1998,20,,31.5,,35.0625,9.296296296,28.25,33.625,35.6875,,31.8125,,13.9375,,,7.828125,,10.625,21,,16.6875,,,,67.8125,,50.8125,46.40625,,35.75,,,51.5,,626.5625,,,,52,4.270833333,52,,,,15.9375,
7 08 1998,20.5,,31.75,,34.4375,9.148148148,28.5,33.9375,35.5,,33.625,,14.125,,,8.171875,,10.984375,22.3125,,16.6875,,,,71.71875,,50.8125,46.4375,,35.875,,,51.6875,,625,,,,54.25,4.1875,56.5,,,,16.0625,
10 08 1998,20.5,,31.79166667,,34.3125,9.203703704,28.4375,33.3125,34.9375,,32.3125,,13.71875,,,7.96875,,10.703125,22.625,,16.28125,,,,69.375,,50,46.4375,,35.4375,,,50.5,,625,,,,57,4.104166667,54.125,,,,15.875,
11 08 1998,20.3125,,31,,34.125,9.074074074,27.875,32.75,33.75,,31.5,,13.375,,,7.96875,,10.375,22.25,,15.46875,,,,70,,49.625,45.375,,34.6719,,,48.4375,,596.875,,,,53,4.083333333,54.75,,,,15.625,
12 08 1998,21,,31.29166667,,34.375,9.277777778,28.59375,33.125,33.6875,,31.9375,,14,,,8.265625,,10.359375,22.25,,15.6875,,,,72.1875,,51.3125,46,,35.34375,,,49.6875,,637.5,,,,54.875,4.21875,57.125,,,,16.0625,
13 08 1998,20.8125,,31.125,,33.5,9.111111111,28.53125,33.1875,31.125,,31.5625,,13.65625,,,8.1875,,10.3125,22.375,,15.46875,,,,67.34375,,51.0625,46.0625,,35.59375,,,48.9375,,634.375,16.625,,,57,4.083333333,55,,,,16.0625,
14 08 1998,19.8125,,30.95833333,,32.875,8.888888889,27.90625,32.5,31.25,,30.8125,,12.90625,,,8.1875,,10.140625,21.875,,15.3125,,,,69.0625,,49.75,45.875,,34.875,,,47,,609.375,15.5,,,56.25,3.96875,54.875,,,,16.0625,
17 08 1998,20.625,,31.41666667,,33.0625,9,28.21875,32.1875,29,,31.4375,,13.28125,,,8.015625,,10.65625,21.625,,15.6875,,,,68.4375,,50.4375,45.25,,34.9375,,,47.5,,600,16.5625,,,55.25,3.96875,54.75,,,,16.25,
18 08 1998,21.125,,32,,32.125,9.185185185,28.46875,32.4375,32.875,,31.875,,14.125,,,8.390625,,11.125,21.75,,15.625,,,,67.5,,51.1875,45.53125,,35.3125,,,48.5625,,596.875,16.3125,,,55.5,3.885416667,56.625,,,,16.25,
19 08 1998,21.6875,,32.08333333,,32.5,9.259259259,28.46875,31.8125,33.125,,31.25,,14.21875,,,8.375,,11.109375,21.4375,,15.40625,,,,65.3125,,51.3125,46.28125,,35,,,49,,600,16,,,54.75,4.072916667,56.875,,,,15.75,
20 08 1998,21.5625,,31.875,,32.5625,9.296296296,27.53125,31.5,31.5,,30.9375,,14.21875,,,8.640625,,11.09375,21.875,,15.21875,,,,60.15625,,52.1875,46.84375,,34.25,,,48.75,,581.25,15.3125,,,54.625,4.09375,55.5,,,,16,
21 08 1998,21.625,,31.16666667,,32.5,8.888888889,26.84375,30.9375,30.8125,,31.5,,14.28125,,,8.53125,,10.890625,20.5,,15.09375,,,,64.375,,51.5625,45.8125,,33.1875,,,48,,575,15,,,49.5,4.15625,53.6563,,,,15.5,
24 08 1998,22.0625,,31.16666667,,33.1875,9.083333333,26.34375,30.75,30,,31.5625,,14.125,,,8.78125,,11.03125,20.5,,15.5625,,,,62.03125,,52,46.40625,,33.625,,,48.4375,,568.75,14.875,,,47.75,4.041666667,52.625,,,,16.375,
25 08 1998,21.3125,,30.79166667,,33,9.361111111,26.875,30.5,29.875,,31.1875,,14.15625,,,8.859375,,11.21875,20.5,,15.40625,,,,63.28125,,51.3125,46.03125,,34.3125,,,47.625,,540.625,15.5,,,50,4.020833333,52,,,,16.0625,
26 08 1998,21.5625,,30.5,,31.9375,9.111111111,26.40625,28.75,27.8125,,29.375,,13.90625,,,8.71875,,10.703125,20,,15.375,,,,60.3125,,49.9375,46.375,,33.59375,,,47.5,,543.75,14.9375,,,50,3.96875,51.125,,,,15.8125,
27 08 1998,20.5625,,29.08333333,,30.8125,8.833333333,25.09375,27.4375,25,,27.25,,13.34375,,,8.578125,,10.125,18.375,,14.625,,,,55.625,,47.1875,45.09375,,31.625,,,46.75,,556.25,13.25,,,47.375,3.770833333,48.125,,,,15.625,
28 08 1998,21,,28.375,,30.5,8.666666667,24.75,27.25,26,,27,,12.3125,,,8.4375,,10,17.625,,14.46875,,,,52.1875,,46.6875,44.40625,,30.28125,,,46.8125,,490.625,12.9375,,,47.25,3.552083333,46.375,,,,15.3125,
31 08 1998,18.75,,26.83333333,,29,7.916666667,24,26.25,19.5,,25.9375,,10.6875,,,7.21875,,9.296875,16.5,,12.5625,,,,41.5625,,44.75,43,,27.875,,,44,,467.1875,12.4375,,,39.25,3.322916667,39.9375,,,,14,
1 09 1998,19,,27.125,,29,8.388888889,23.3125,26.1875,18.125,,23.75,,10.625,,,7.65625,,9.578125,18.3125,,14.0625,,,,44.6875,,45.8125,43.1875,,30.5625,,,45.0625,,531.25,11.9375,,,46.5,3.427083333,43.5,,,,13.625,
2 09 1998,19.875,,26.5,,28.375,8.055555556,22.625,26.1875,19.8125,,25.0625,,11.25,,,7.65625,,9.3125,17.8125,,13.375,,,,47.1875,,46.8125,43.59375,,33.01565,,,45.5625,,535.9375,12.0625,,,46.5,3.385416667,43,,,,13.9297,
3 09 1998,19.875,,26,,28.8125,7.888888889,21.75,28.875,20,,24.625,,10.375,,,7.46875,,9.46875,18.0625,,13.6875,,,,45.625,,45.1875,43.25,,32.90625,,,45.3125,,528.125,12.125,,,44.625,3.177083333,41.5,,,,13.625,
4 09 1998,19.8125,,25.41666667,,28.75,7.833333333,20.65625,29.4375,20.125,,24.25,,10.40625,,,7.421875,,9.390625,19,,14.125,,,,43.90625,,44.9375,42.40625,,32.25,,,46,,531.25,12.5625,,,42.5,3.447916667,40.875,,,,13.4375,
8 09 1998,19.875,,26.66666667,,30.5625,8.472222222,22.3125,31.25,20.75,,26.75,,10.875,,,7.46875,,9.875,20.0625,,14.6875,,,,47.5,,46.75,44,,35.09375,,,47.5,,553.125,14.625,,,45.375,3.604166667,43.25,,,,13.5625,
9 09 1998,20.0625,,26.41666667,,30.4375,8.694444444,22.875,30.8125,19.5625,,25.25,,10.375,,,7.21875,,9.84375,19.25,,14.4375,,,,47.96875,,47.375,43.25,,34.15625,,,47.8125,,546.875,13.75,,,44.75,3.635416667,43,,,,13.375,
10 09 1998,19.9375,,25.45833333,,29.4375,8.333333333,21.375,29.875,18.5,,23.5,,9.65625,,,6.796875,,9.71875,18.5625,,13.6875,,,,48.28125,,47.75,44.5,,31.71875,,,45.9375,,501.5625,13,,,42.0626,3.6875,41.25,,,,12.8125,
11 09 1998,20.1875,,25.95833333,,29.9375,8.444444444,22.1875,29.375,19,,24.125,,9.90625,,,6.84375,,10.234375,19.0625,,14.5625,,,,47.8125,,47.625,44.25,,31.9844,,,47,,518.75,12.8125,,,45.25,4.25,42.6875,,,,13.125,
14 09 1998,20.9375,,26.625,,31.125,8.888888889,22.625,30.625,20.5625,,24.625,,10.40625,,,7.0625,,10.328125,18.625,,15.84375,,,,48.75,,51,46.375,,34.4375,,,49,,521.875,13.1875,,,44,4.427083333,44.25,,,,13.0625,
15 09 1998,20.875,,26.875,,31.5625,8.916666667,23,31.6875,21.0625,,23.8125,,11.15625,,,6.953125,,10.15625,18.8125,,16.5,,,,47.8125,,51.9375,47.3125,,35.5625,,,49.4375,,462.5,13.3125,,,42,4.5,42.875,,,,13.125,
16 09 1998,20.75,,26.875,,32.625,9.166666667,23.1875,32,21.6875,,23.375,,11.0625,,,6.9375,,9.46875,19.375,,15.625,,,,47.8125,,52,47.5,,36.1875,,,50.5625,,446.875,13.9375,,,41.75,4.541666667,42.4375,,,,13.375,
17 09 1998,20,,26,,31.6875,8.888888889,23.03125,31.9375,20.25,,23.1875,,10.6875,,,6.828125,,9.203125,20.0625,,15.875,,,,46.40625,,51.5625,46.125,,34.8125,,,48.75,,471.875,13.75,,,40.125,4.46875,37.625,,,,13.375,
